date_id,date,branch_id,material_id,tons_bought,price_per_ton
12,2024-01-12,2,3,0.39,381.71
12,2024-01-12,3,1,3.83,1038.07
12,2024-01-12,3,2,1.65,720.38
12,2024-01-12,3,3,0.2,423.26
13,2024-01-13,1,1,0.68,1036.05
13,2024-01-13,1,2,1.71,687.38
13,2024-01-13,1,3,1.84,562.51
13,2024-01-13,2,1,4.78,1034.58
13,2024-01-13,2,2,1.29,823.15
13,2024-01-13,2,3,1.85,468.23
13,2024-01-13,3,1,1.68,875.03
13,2024-01-13,3,2,1.81,678.35
13,2024-01-13,3,3,0.15,426.08
14,2024-01-14,1,1,7.52,1050.01
14,2024-01-14,1,2,4.0,750.82
14,2024-01-14,1,3,1.5,425.75
14,2024-01-14,2,1,2.25,883.56
14,2024-01-14,2,2,2.66,727.08
14,2024-01-14,2,3,1.52,418.25
14,2024-01-14,3,1,2.26,1075.52
14,2024-01-14,3,2,0.54,653.75
14,2024-01-14,3,3,0.41,571.71
15,2024-01-15,1,1,2.47,968.89
15,2024-01-15,1,2,1.19,743.08
15,2024-01-15,1,3,1.24,508.57
15,2024-01-15,2,1,1.56,848.31
15,2024-01-15,2,2,0.88,829.86
15,2024-01-15,2,3,0.19,521.09
15,2024-01-15,3,1,1.0,961.17
15,2024-01-15,3,2,0.79,673.06
15,2024-01-15,3,3,0.58,575.8
16,2024-01-16,1,1,3.89,1015.22
16,2024-01-16,1,2,0.18,731.2
16,2024-01-16,1,3,1.72,611.75
16,2024-01-16,2,1,3.47,1071.06
16,2024-01-16,2,2,0.47,732.16
16,2024-01-16,2,3,1.52,574.55
16,2024-01-16,3,1,0.36,988.87
16,2024-01-16,3,2,1.24,586.68
16,2024-01-16,3,3,1.03,483.62
17,2024-01-17,1,1,5.71,959.81
17,2024-01-17,1,2,1.05,575.13
17,2024-01-17,1,3,0.99,419.73
17,2024-01-17,2,1,5.03,975.59
17,2024-01-17,2,2,1.85,798.21
17,2024-01-17,2,3,0.2,622.87
17,2024-01-17,3,1,4.53,1156.14
17,2024-01-17,3,2,1.84,633.9
17,2024-01-17,3,3,0.54,536.17
18,2024-01-18,1,1,8.93,955.2
18,2024-01-18,1,2,1.31,777.25
18,2024-01-18,1,3,0.81,519.48
18,2024-01-18,2,1,1.41,970.63
18,2024-01-18,2,2,0.77,828.95
18,2024-01-18,2,3,1.23,502.98
18,2024-01-18,3,1,0.45,885.13
18,2024-01-18,3,2,0.71,732.89
18,2024-01-18,3,3,0.49,440.8
19,2024-01-19,1,1,7.84,877.67
19,2024-01-19,1,2,0.12,584.69
19,2024-01-19,1,3,1.19,552.93
19,2024-01-19,2,1,1.81,1108.1
19,2024-01-19,2,2,2.81,818.38
19,2024-01-19,2,3,1.73,604.9
19,2024-01-19,3,1,0.75,1127.76
19,2024-01-19,3,2,0.58,747.75
19,2024-01-19,3,3,0.14,635.78
20,2024-01-20,1,1,9.89,979.12
20,2024-01-20,1,2,0.08,625.89
20,2024-01-20,1,3,0.35,469.13
20,2024-01-20,2,1,5.6,1080.37
20,2024-01-20,2,2,2.71,824.78
20,2024-01-20,2,3,1.11,432.51
20,2024-01-20,3,1,1.75,1085.48
20,2024-01-20,3,2,1.44,713.91
20,2024-01-20,3,3,0.95,483.51
21,2024-01-21,1,1,3.23,1000.1
21,2024-01-21,1,2,3.22,668.49
21,2024-01-21,1,3,1.84,450.37
21,2024-01-21,2,1,2.32,1081.86
21,2024-01-21,2,2,1.96,701.64
21,2024-01-21,2,3,0.94,512.68
21,2024-01-21,3,1,0.3,929.23
21,2024-01-21,3,2,1.77,715.0
21,2024-01-21,3,3,0.17,547.99
22,2024-01-22,1,1,2.67,1091.28
22,2024-01-22,1,2,2.41,834.29
22,2024-01-22,1,3,2.04,389.34
22,2024-01-22,2,1,0.16,945.76
22,2024-01-22,2,2,2.39,664.6
22,2024-01-22,2,3,0.64,473.01
22,2024-01-22,3,1,0.21,933.19
22,2024-01-22,3,2,0.36,666.21
22,2024-01-22,3,3,0.86,467.44
23,2024-01-23,1,1,2.4,973.0
23,2024-01-23,1,2,4.07,657.74
23,2024-01-23,1,3,1.45,579.57
23,2024-01-23,2,1,1.31,987.8
23,2024-01-23,2,2,1.58,717.45
23,2024-01-23,2,3,2.03,454.71
23,2024-01-23,3,1,2.01,1062.52
23,2024-01-23,3,2,0.86,657.46
23,2024-01-23,3,3,0.16,542.56
24,2024-01-24,1,1,5.81,1021.07
24,2024-01-24,1,2,3.19,707.83
24,2024-01-24,1,3,0.54,515.97
24,2024-01-24,2,1,2.26,1099.48
24,2024-01-24,2,2,3.22,720.7
24,2024-01-24,2,3,1.69,457.27
24,2024-01-24,3,1,4.43,968.46
24,2024-01-24,3,2,1.0,628.97
24,2024-01-24,3,3,0.85,503.42
25,2024-01-25,1,1,8.57,944.67
25,2024-01-25,1,2,0.83,693.35
25,2024-01-25,1,3,0.05,392.28
25,2024-01-25,2,1,0.82,1070.58
25,2024-01-25,2,2,2.82,812.02
25,2024-01-25,2,3,1.48,408.91
25,2024-01-25,3,1,0.72,1006.33
25,2024-01-25,3,2,0.38,762.0
25,2024-01-25,3,3,0.49,616.4
26,2024-01-26,1,1,8.65,919.45
26,2024-01-26,1,2,2.73,734.17
26,2024-01-26,1,3,0.49,631.89
26,2024-01-26,2,1,2.77,937.54
26,2024-01-26,2,2,1.41,758.42
26,2024-01-26,2,3,1.96,520.8
26,2024-01-26,3,1,1.95,1031.31
26,2024-01-26,3,2,0.38,799.77
26,2024-01-26,3,3,0.81,595.32
27,2024-01-27,1,1,0.16,1009.2
27,2024-01-27,1,2,3.96,736.02
27,2024-01-27,1,3,0.75,622.43
27,2024-01-27,2,1,4.08,953.77
27,2024-01-27,2,2,1.97,662.31
27,2024-01-27,2,3,0.65,502.28
27,2024-01-27,3,1,1.98,819.16
27,2024-01-27,3,2,1.28,698.67
27,2024-01-27,3,3,0.58,452.17
28,2024-01-28,1,1,6.27,957.11
28,2024-01-28,1,2,3.87,754.5
28,2024-01-28,1,3,0.43,637.3
28,2024-01-28,2,1,1.92,915.63
28,2024-01-28,2,2,0.77,584.93
28,2024-01-28,2,3,0.51,460.52
28,2024-01-28,3,1,4.49,942.35
28,2024-01-28,3,2,0.38,867.89
28,2024-01-28,3,3,0.34,628.35
29,2024-01-29,1,1,3.07,984.09
29,2024-01-29,1,2,2.33,639.69
29,2024-01-29,1,3,1.17,428.53
29,2024-01-29,2,1,1.26,1049.44
29,2024-01-29,2,2,2.01,673.98
29,2024-01-29,2,3,0.84,516.48
29,2024-01-29,3,1,1.4,993.97
29,2024-01-29,3,2,1.73,637.9
29,2024-01-29,3,3,0.53,523.42
30,2024-01-30,1,1,5.68,899.6
30,2024-01-30,1,2,1.39,708.61
30,2024-01-30,1,3,0.08,381.75
30,2024-01-30,2,1,2.19,1014.25
30,2024-01-30,2,2,2.59,819.96
30,2024-01-30,2,3,2.1,449.63
30,2024-01-30,3,1,3.15,916.59
30,2024-01-30,3,2,1.26,694.2
30,2024-01-30,3,3,0.67,451.03
31,2024-01-31,1,1,4.45,980.71
31,2024-01-31,1,2,0.58,700.19
31,2024-01-31,1,3,1.6,570.07
31,2024-01-31,2,1,4.01,1157.76
31,2024-01-31,2,2,1.74,751.28
31,2024-01-31,2,3,0.02,392.79
31,2024-01-31,3,1,3.16,991.88
31,2024-01-31,3,2,1.47,641.87
31,2024-01-31,3,3,0.4,437.41
32,2024-02-01,1,1,1.59,1194.94
32,2024-02-01,1,2,3.6,805.78
32,2024-02-01,1,3,0.56,445.37
32,2024-02-01,2,1,2.58,1103.1
32,2024-02-01,2,2,1.06,741.53
32,2024-02-01,2,3,1.28,462.06
32,2024-02-01,3,1,1.86,1062.55
32,2024-02-01,3,2,0.26,698.79
32,2024-02-01,3,3,0.78,423.46
33,2024-02-02,1,1,4.01,1127.64
33,2024-02-02,1,2,3.53,840.11
33,2024-02-02,1,3,1.1,530.77
33,2024-02-02,2,1,3.22,956.55
33,2024-02-02,2,2,2.72,793.32
33,2024-02-02,2,3,0.79,631.76
33,2024-02-02,3,1,0.08,916.9
33,2024-02-02,3,2,0.49,737.95
33,2024-02-02,3,3,0.88,575.01
34,2024-02-03,1,1,7.19,944.56
34,2024-02-03,1,2,3.79,711.12
34,2024-02-03,1,3,0.69,503.9
34,2024-02-03,2,1,1.38,987.72
34,2024-02-03,2,2,0.38,668.62
34,2024-02-03,2,3,0.31,448.91
34,2024-02-03,3,1,0.6,1084.32
34,2024-02-03,3,2,2.01,684.58
34,2024-02-03,3,3,0.46,447.81
35,2024-02-04,1,1,5.21,1144.65
35,2024-02-04,1,2,0.26,637.26
35,2024-02-04,1,3,1.07,615.48
35,2024-02-04,2,1,3.71,996.91
35,2024-02-04,2,2,1.09,648.06
35,2024-02-04,2,3,1.41,610.3
35,2024-02-04,3,1,0.87,951.99
35,2024-02-04,3,2,0.61,677.09
35,2024-02-04,3,3,0.06,406.97
36,2024-02-05,1,1,2.46,1215.36
36,2024-02-05,1,2,3.73,607.44
36,2024-02-05,1,3,0.89,469.03
36,2024-02-05,2,1,4.61,1014.41
36,2024-02-05,2,2,0.02,652.34
36,2024-02-05,2,3,1.12,634.2
36,2024-02-05,3,1,1.39,1071.37
36,2024-02-05,3,2,0.31,733.13
36,2024-02-05,3,3,0.58,586.8
37,2024-02-06,1,1,1.62,920.22
37,2024-02-06,1,2,0.84,705.43
37,2024-02-06,1,3,0.39,573.46
37,2024-02-06,2,1,3.26,1105.39
37,2024-02-06,2,2,1.11,822.76
37,2024-02-06,2,3,1.83,531.77
37,2024-02-06,3,1,3.57,1136.08
37,2024-02-06,3,2,0.86,688.6
37,2024-02-06,3,3,0.84,553.53
38,2024-02-07,1,1,2.46,1035.72
38,2024-02-07,1,2,1.14,753.81
38,2024-02-07,1,3,1.61,531.15
38,2024-02-07,2,1,1.15,1156.82
38,2024-02-07,2,2,0.18,773.47
38,2024-02-07,2,3,0.28,481.6
38,2024-02-07,3,1,5.01,975.49
38,2024-02-07,3,2,0.76,830.48
38,2024-02-07,3,3,0.39,592.45
39,2024-02-08,1,1,2.48,963.71
39,2024-02-08,1,2,0.45,738.32
39,2024-02-08,1,3,0.4,450.69
39,2024-02-08,2,1,6.07,1053.26
39,2024-02-08,2,2,0.71,595.53
39,2024-02-08,2,3,1.81,530.16
39,2024-02-08,3,1,2.33,1096.04
39,2024-02-08,3,2,0.58,764.2
39,2024-02-08,3,3,0.04,605.36
40,2024-02-09,1,1,1.11,1082.25
40,2024-02-09,1,2,3.83,690.95
40,2024-02-09,1,3,2.04,579.8
40,2024-02-09,2,1,1.47,985.71
40,2024-02-09,2,2,1.72,659.64
40,2024-02-09,2,3,0.45,603.24
40,2024-02-09,3,1,0.42,1092.45
40,2024-02-09,3,2,1.6,724.2
40,2024-02-09,3,3,0.93,536.42
41,2024-02-10,1,1,5.31,1056.4
41,2024-02-10,1,2,0.43,854.47
41,2024-02-10,1,3,1.09,521.3
41,2024-02-10,2,1,2.06,908.18
41,2024-02-10,2,2,1.72,645.78
41,2024-02-10,2,3,2.23,556.04
41,2024-02-10,3,1,1.36,1035.85
41,2024-02-10,3,2,0.31,859.02
41,2024-02-10,3,3,0.81,531.0
42,2024-02-11,1,1,6.23,884.4
42,2024-02-11,1,2,0.47,712.68
42,2024-02-11,1,3,1.07,527.12
42,2024-02-11,2,1,2.78,1001.71
42,2024-02-11,2,2,0.08,668.52
42,2024-02-11,2,3,0.04,472.97
42,2024-02-11,3,1,1.37,1118.09
42,2024-02-11,3,2,0.55,711.98
42,2024-02-11,3,3,0.76,515.15
43,2024-02-12,1,1,3.9,930.92
43,2024-02-12,1,2,1.16,638.53
43,2024-02-12,1,3,1.11,538.09
43,2024-02-12,2,1,4.39,900.26
43,2024-02-12,2,2,1.7,644.78
43,2024-02-12,2,3,0.43,600.79
43,2024-02-12,3,1,5.22,978.75
43,2024-02-12,3,2,0.16,748.91
43,2024-02-12,3,3,1.11,496.51
44,2024-02-13,1,1,9.1,1065.28
44,2024-02-13,1,2,3.21,686.0
44,2024-02-13,1,3,1.44,516.16
44,2024-02-13,2,1,6.49,1134.14
44,2024-02-13,2,2,0.28,697.92
44,2024-02-13,2,3,0.5,491.67
44,2024-02-13,3,1,4.6,1039.09
44,2024-02-13,3,2,0.6,752.9
44,2024-02-13,3,3,0.74,609.33
45,2024-02-14,1,1,2.64,978.69
45,2024-02-14,1,2,2.04,577.45
45,2024-02-14,1,3,1.69,463.25
45,2024-02-14,2,1,5.16,995.94
45,2024-02-14,2,2,2.49,883.37
45,2024-02-14,2,3,1.71,550.49
45,2024-02-14,3,1,0.83,1170.23
45,2024-02-14,3,2,0.88,651.66
45,2024-02-14,3,3,0.23,658.62
46,2024-02-15,1,1,1.12,1171.31
46,2024-02-15,1,2,0.02,697.7
46,2024-02-15,1,3,0.14,499.39
46,2024-02-15,2,1,5.39,1067.52
46,2024-02-15,2,2,1.75,801.43
46,2024-02-15,2,3,1.6,422.71
46,2024-02-15,3,1,1.91,918.7
46,2024-02-15,3,2,0.37,625.97
46,2024-02-15,3,3,0.46,451.74
47,2024-02-16,1,1,1.11,1100.31
47,2024-02-16,1,2,3.71,704.23
47,2024-02-16,1,3,1.46,597.12
47,2024-02-16,2,1,4.23,943.15
47,2024-02-16,2,2,1.33,658.46
47,2024-02-16,2,3,1.45,483.55
47,2024-02-16,3,1,1.76,1061.99
47,2024-02-16,3,2,1.67,726.68
47,2024-02-16,3,3,0.89,466.34
48,2024-02-17,1,1,7.77,1088.39
48,2024-02-17,1,2,2.81,580.88
48,2024-02-17,1,3,0.82,642.29
48,2024-02-17,2,1,3.74,1080.29
48,2024-02-17,2,2,0.75,753.22
48,2024-02-17,2,3,0.32,615.13
48,2024-02-17,3,1,3.41,990.87
48,2024-02-17,3,2,0.74,576.13
48,2024-02-17,3,3,0.06,538.74
49,2024-02-18,1,1,7.15,1098.11
49,2024-02-18,1,2,0.68,599.8
49,2024-02-18,1,3,1.02,679.66
49,2024-02-18,2,1,4.52,930.5
49,2024-02-18,2,2,0.9,684.56
49,2024-02-18,2,3,0.94,534.96
49,2024-02-18,3,1,2.41,1152.47
49,2024-02-18,3,2,0.46,634.73
49,2024-02-18,3,3,0.71,448.14
50,2024-02-19,1,1,0.39,1001.35
50,2024-02-19,1,2,0.22,694.21
50,2024-02-19,1,3,0.67,575.2
50,2024-02-19,2,1,1.3,1089.3
50,2024-02-19,2,2,1.57,773.4
50,2024-02-19,2,3,0.25,562.8
50,2024-02-19,3,1,2.54,1089.08
50,2024-02-19,3,2,0.14,656.59
50,2024-02-19,3,3,0.64,477.61
51,2024-02-20,1,1,6.96,1060.92
51,2024-02-20,1,2,2.88,745.19
51,2024-02-20,1,3,0.48,574.37
51,2024-02-20,2,1,4.92,1131.75
51,2024-02-20,2,2,0.92,766.36
51,2024-02-20,2,3,1.17,491.97
51,2024-02-20,3,1,1.28,1126.25
51,2024-02-20,3,2,1.64,771.84
51,2024-02-20,3,3,0.16,674.57
52,2024-02-21,1,1,1.41,1237.1
52,2024-02-21,1,2,1.33,750.8
52,2024-02-21,1,3,0.55,639.48
52,2024-02-21,2,1,5.05,957.52
52,2024-02-21,2,2,0.98,803.38
52,2024-02-21,2,3,2.12,593.7
52,2024-02-21,3,1,3.21,1143.49
52,2024-02-21,3,2,1.42,841.66
52,2024-02-21,3,3,0.61,570.8
53,2024-02-22,1,1,0.96,931.11
53,2024-02-22,1,2,0.02,799.14
53,2024-02-22,1,3,0.31,500.77
53,2024-02-22,2,1,4.94,993.12
53,2024-02-22,2,2,1.52,686.0
53,2024-02-22,2,3,1.18,520.41
53,2024-02-22,3,1,3.94,1106.47
53,2024-02-22,3,2,1.33,577.84
53,2024-02-22,3,3,0.06,558.62
54,2024-02-23,1,1,8.47,1034.44
54,2024-02-23,1,2,1.5,754.93
54,2024-02-23,1,3,0.92,578.43
54,2024-02-23,2,1,2.05,1063.77
54,2024-02-23,2,2,2.29,805.01
54,2024-02-23,2,3,1.48,549.36
54,2024-02-23,3,1,0.88,980.78
54,2024-02-23,3,2,1.74,761.67
54,2024-02-23,3,3,0.57,407.97
55,2024-02-24,1,1,1.44,1133.03
55,2024-02-24,1,2,1.09,742.97
55,2024-02-24,1,3,1.82,628.71
55,2024-02-24,2,1,1.38,1138.72
55,2024-02-24,2,2,0.94,713.3
55,2024-02-24,2,3,1.39,404.08
55,2024-02-24,3,1,0.39,1237.32
55,2024-02-24,3,2,1.77,816.93
55,2024-02-24,3,3,0.21,410.11
56,2024-02-25,1,1,8.99,949.04
56,2024-02-25,1,2,2.85,727.62
56,2024-02-25,1,3,1.04,618.79
56,2024-02-25,2,1,3.43,984.32
56,2024-02-25,2,2,3.02,706.14
56,2024-02-25,2,3,0.74,469.95
56,2024-02-25,3,1,3.94,872.03
56,2024-02-25,3,2,0.28,640.41
56,2024-02-25,3,3,0.88,485.6
57,2024-02-26,1,1,1.37,909.91
57,2024-02-26,1,2,2.48,737.39
57,2024-02-26,1,3,1.86,527.41
57,2024-02-26,2,1,5.02,1025.21
57,2024-02-26,2,2,1.38,781.46
57,2024-02-26,2,3,0.75,455.58
57,2024-02-26,3,1,1.9,1121.7
57,2024-02-26,3,2,1.45,731.6
57,2024-02-26,3,3,0.54,559.15
58,2024-02-27,1,1,3.53,981.71
58,2024-02-27,1,2,2.04,649.03
58,2024-02-27,1,3,0.69,430.44
58,2024-02-27,2,1,2.87,1249.22
58,2024-02-27,2,2,2.46,725.12
58,2024-02-27,2,3,0.81,543.91
58,2024-02-27,3,1,0.1,979.19
58,2024-02-27,3,2,1.98,757.45
58,2024-02-27,3,3,0.49,517.12
59,2024-02-28,1,1,7.9,1000.53
59,2024-02-28,1,2,3.76,794.57
59,2024-02-28,1,3,1.49,426.19
59,2024-02-28,2,1,2.9,1158.39
59,2024-02-28,2,2,2.25,863.79
59,2024-02-28,2,3,0.03,518.79
59,2024-02-28,3,1,1.91,1001.43
59,2024-02-28,3,2,1.69,773.49
59,2024-02-28,3,3,0.28,581.69
60,2024-02-29,1,1,2.42,1149.01
60,2024-02-29,1,2,2.3,837.85
60,2024-02-29,1,3,1.8,536.3
60,2024-02-29,2,1,4.66,967.23
60,2024-02-29,2,2,2.6,754.36
60,2024-02-29,2,3,0.66,436.41
60,2024-02-29,3,1,2.74,960.56
60,2024-02-29,3,2,0.52,741.56
60,2024-02-29,3,3,0.39,452.3
61,2024-03-01,1,1,3.93,1094.22
61,2024-03-01,1,2,0.16,636.01
61,2024-03-01,1,3,1.89,469.1
61,2024-03-01,2,1,4.51,1163.73
61,2024-03-01,2,2,3.2,805.82
61,2024-03-01,2,3,1.05,433.94
61,2024-03-01,3,1,4.16,1108.61
61,2024-03-01,3,2,1.43,861.09
61,2024-03-01,3,3,0.86,612.56
62,2024-03-02,1,1,7.29,1195.51
62,2024-03-02,1,2,3.78,771.71
62,2024-03-02,1,3,0.63,499.83
62,2024-03-02,2,1,0.79,995.91
62,2024-03-02,2,2,1.82,802.88
62,2024-03-02,2,3,0.33,487.36
62,2024-03-02,3,1,3.65,1254.26
62,2024-03-02,3,2,2.11,859.12
62,2024-03-02,3,3,0.02,565.94
63,2024-03-03,1,1,0.17,1111.85
63,2024-03-03,1,2,0.89,645.42
63,2024-03-03,1,3,1.55,485.26
63,2024-03-03,2,1,1.76,1023.35
63,2024-03-03,2,2,0.36,778.64
63,2024-03-03,2,3,0.15,552.23
63,2024-03-03,3,1,1.96,1082.75
63,2024-03-03,3,2,1.03,868.56
63,2024-03-03,3,3,0.74,539.07
64,2024-03-04,1,1,5.36,1147.67
64,2024-03-04,1,2,3.58,756.57
64,2024-03-04,1,3,1.43,523.55
64,2024-03-04,2,1,4.12,1122.02
64,2024-03-04,2,2,1.25,697.92
64,2024-03-04,2,3,0.15,456.7
64,2024-03-04,3,1,1.88,1307.59
64,2024-03-04,3,2,1.62,761.76
64,2024-03-04,3,3,0.35,546.87
65,2024-03-05,1,1,7.28,1170.09
65,2024-03-05,1,2,3.61,853.41
65,2024-03-05,1,3,0.58,501.0
65,2024-03-05,2,1,6.11,968.74
65,2024-03-05,2,2,3.38,747.4
65,2024-03-05,2,3,0.28,430.61
65,2024-03-05,3,1,4.61,1115.02
65,2024-03-05,3,2,2.11,931.65
65,2024-03-05,3,3,1.0,625.0
66,2024-03-06,1,1,1.88,1164.14
66,2024-03-06,1,2,2.22,861.63
66,2024-03-06,1,3,1.07,533.32
66,2024-03-06,2,1,0.63,1121.82
66,2024-03-06,2,2,0.57,794.77
66,2024-03-06,2,3,1.98,594.39
66,2024-03-06,3,1,0.77,1110.54
66,2024-03-06,3,2,0.34,888.5
66,2024-03-06,3,3,0.27,603.82
67,2024-03-07,1,1,0.62,1183.59
67,2024-03-07,1,2,2.98,722.96
67,2024-03-07,1,3,0.29,674.35
67,2024-03-07,2,1,0.19,1103.79
67,2024-03-07,2,2,1.59,816.49
67,2024-03-07,2,3,1.58,623.5
67,2024-03-07,3,1,0.99,1174.93
67,2024-03-07,3,2,1.33,782.18
67,2024-03-07,3,3,1.19,573.39
68,2024-03-08,1,1,6.92,1104.2
68,2024-03-08,1,2,1.88,767.94
68,2024-03-08,1,3,0.27,499.56
68,2024-03-08,2,1,4.11,1001.03
68,2024-03-08,2,2,2.85,799.39
68,2024-03-08,2,3,0.21,617.67
68,2024-03-08,3,1,0.88,1165.59
68,2024-03-08,3,2,1.86,811.89
68,2024-03-08,3,3,0.21,576.36
69,2024-03-09,1,1,1.43,1220.7
69,2024-03-09,1,2,0.37,650.14
69,2024-03-09,1,3,0.14,586.25
69,2024-03-09,2,1,5.75,1061.61
69,2024-03-09,2,2,2.42,851.91
69,2024-03-09,2,3,1.71,564.15
69,2024-03-09,3,1,2.35,1041.94
69,2024-03-09,3,2,0.87,766.32
69,2024-03-09,3,3,0.73,574.9
70,2024-03-10,1,1,3.72,1113.66
70,2024-03-10,1,2,0.63,621.27
70,2024-03-10,1,3,0.21,626.86
70,2024-03-10,2,1,1.34,1184.14
70,2024-03-10,2,2,0.25,804.29
70,2024-03-10,2,3,1.52,449.08
70,2024-03-10,3,1,4.37,986.41
70,2024-03-10,3,2,0.97,674.12
70,2024-03-10,3,3,0.93,538.63
71,2024-03-11,1,1,0.43,1123.99
71,2024-03-11,1,2,0.17,789.5
71,2024-03-11,1,3,0.07,602.08
71,2024-03-11,2,1,4.99,1200.55
71,2024-03-11,2,2,2.56,926.83
71,2024-03-11,2,3,1.91,487.18
71,2024-03-11,3,1,0.36,1111.84
71,2024-03-11,3,2,1.9,809.1
71,2024-03-11,3,3,0.17,659.48
72,2024-03-12,1,1,9.81,940.98
72,2024-03-12,1,2,3.35,829.87
72,2024-03-12,1,3,0.22,454.83
72,2024-03-12,2,1,3.23,901.92
72,2024-03-12,2,2,3.2,811.61
72,2024-03-12,2,3,1.22,556.21
72,2024-03-12,3,1,5.45,1031.15
72,2024-03-12,3,2,1.23,858.77
72,2024-03-12,3,3,0.96,562.17
73,2024-03-13,1,1,3.01,1202.37
73,2024-03-13,1,2,3.44,824.71
73,2024-03-13,1,3,1.38,556.85
73,2024-03-13,2,1,7.03,1082.35
73,2024-03-13,2,2,0.33,781.69
73,2024-03-13,2,3,0.34,548.6
73,2024-03-13,3,1,3.9,1068.35
73,2024-03-13,3,2,2.14,895.37
73,2024-03-13,3,3,0.89,535.06
