date_id,date,branch_id,material_id,tons_sold,price_per_ton
12,2024-01-12,1,3,0.45,804.33
12,2024-01-12,2,1,0.95,1597.02
12,2024-01-12,2,2,0.05,974.16
12,2024-01-12,2,3,0.09,665.12
12,2024-01-12,3,1,4.0,1792.5
12,2024-01-12,3,2,1.24,1003.98
12,2024-01-12,3,3,0.36,716.35
13,2024-01-13,1,1,6.64,1813.56
13,2024-01-13,1,2,2.67,1033.61
13,2024-01-13,1,3,0.47,756.77
13,2024-01-13,2,1,3.65,1508.69
13,2024-01-13,2,2,0.66,1296.05
13,2024-01-13,2,3,0.59,790.21
13,2024-01-13,3,1,1.77,1589.54
13,2024-01-13,3,2,0.66,1095.42
13,2024-01-13,3,3,0.14,766.55
14,2024-01-14,1,1,8.14,1470.92
14,2024-01-14,1,2,1.95,1329.27
14,2024-01-14,1,3,0.63,932.07
14,2024-01-14,2,1,1.22,1729.77
14,2024-01-14,2,2,0.05,1174.52
14,2024-01-14,2,3,0.6,765.42
14,2024-01-14,3,1,1.25,1503.55
14,2024-01-14,3,2,1.4,1349.05
14,2024-01-14,3,3,0.22,902.59
15,2024-01-15,1,1,7.34,1649.4
15,2024-01-15,1,2,1.63,1097.75
15,2024-01-15,1,3,1.45,872.7
15,2024-01-15,2,1,2.71,1639.88
15,2024-01-15,2,2,0.28,1212.69
15,2024-01-15,2,3,0.88,797.61
15,2024-01-15,3,1,3.61,1657.27
15,2024-01-15,3,2,1.03,1313.75
15,2024-01-15,3,3,0.04,695.97
16,2024-01-16,1,1,1.64,1611.16
16,2024-01-16,1,2,1.94,1166.65
16,2024-01-16,1,3,0.08,872.47
16,2024-01-16,2,1,2.87,1626.96
16,2024-01-16,2,2,0.44,1123.29
16,2024-01-16,2,3,1.31,920.3
16,2024-01-16,3,1,3.86,1555.79
16,2024-01-16,3,2,1.36,1071.93
16,2024-01-16,3,3,0.38,689.13
17,2024-01-17,1,1,4.3,1343.64
17,2024-01-17,1,2,0.71,1146.94
17,2024-01-17,1,3,1.25,774.87
17,2024-01-17,2,1,4.0,1625.51
17,2024-01-17,2,2,1.6,1159.08
17,2024-01-17,2,3,0.88,727.34
17,2024-01-17,3,1,3.44,1964.24
17,2024-01-17,3,2,0.45,1204.97
17,2024-01-17,3,3,0.23,818.32
18,2024-01-18,1,1,3.55,1479.08
18,2024-01-18,1,2,2.33,1305.47
18,2024-01-18,1,3,0.18,733.06
18,2024-01-18,2,1,0.96,1611.37
18,2024-01-18,2,2,0.24,1063.89
18,2024-01-18,2,3,0.63,716.63
18,2024-01-18,3,1,1.48,1464.21
18,2024-01-18,3,2,0.34,1106.06
18,2024-01-18,3,3,0.02,763.84
19,2024-01-19,1,1,5.2,1785.34
19,2024-01-19,1,2,1.82,1132.54
19,2024-01-19,1,3,0.13,803.22
19,2024-01-19,2,1,2.1,1362.55
19,2024-01-19,2,2,0.26,1042.84
19,2024-01-19,2,3,0.71,905.75
19,2024-01-19,3,1,1.17,1461.89
19,2024-01-19,3,2,1.41,1160.55
19,2024-01-19,3,3,0.49,760.73
20,2024-01-20,1,1,5.75,1627.09
20,2024-01-20,1,2,0.01,1181.58
20,2024-01-20,1,3,0.23,821.44
20,2024-01-20,2,1,0.79,1730.91
20,2024-01-20,2,2,1.76,1173.0
20,2024-01-20,2,3,1.22,810.24
20,2024-01-20,3,1,0.57,1637.58
20,2024-01-20,3,2,1.21,1172.46
20,2024-01-20,3,3,0.38,780.71
21,2024-01-21,1,1,2.12,1638.29
21,2024-01-21,1,2,0.05,1131.36
21,2024-01-21,1,3,1.14,724.26
21,2024-01-21,2,1,3.95,1652.98
21,2024-01-21,2,2,1.49,1133.56
21,2024-01-21,2,3,0.27,810.81
21,2024-01-21,3,1,3.13,1685.52
21,2024-01-21,3,2,1.16,1159.98
21,2024-01-21,3,3,0.3,820.17
22,2024-01-22,1,1,0.48,1793.93
22,2024-01-22,1,2,2.9,1109.78
22,2024-01-22,1,3,0.4,801.02
22,2024-01-22,2,1,4.2,1679.07
22,2024-01-22,2,2,1.45,1329.36
22,2024-01-22,2,3,0.47,848.2
22,2024-01-22,3,1,2.48,1743.89
22,2024-01-22,3,2,1.16,1073.33
22,2024-01-22,3,3,0.44,951.3
23,2024-01-23,1,1,3.75,1310.3
23,2024-01-23,1,2,1.31,1359.08
23,2024-01-23,1,3,0.31,748.07
23,2024-01-23,2,1,4.07,1817.94
23,2024-01-23,2,2,1.11,1025.03
23,2024-01-23,2,3,0.25,714.21
23,2024-01-23,3,1,2.08,1565.44
23,2024-01-23,3,2,1.29,1148.96
23,2024-01-23,3,3,0.2,864.59
24,2024-01-24,1,1,1.76,1311.49
24,2024-01-24,1,2,0.69,1121.18
24,2024-01-24,1,3,0.92,898.91
24,2024-01-24,2,1,3.5,1653.86
24,2024-01-24,2,2,1.78,1117.51
24,2024-01-24,2,3,0.53,841.46
24,2024-01-24,3,1,3.69,1604.65
24,2024-01-24,3,2,0.73,1136.42
24,2024-01-24,3,3,0.34,957.11
25,2024-01-25,1,1,2.21,1730.76
25,2024-01-25,1,2,1.18,1156.11
25,2024-01-25,1,3,0.72,832.19
25,2024-01-25,2,1,2.7,1554.08
25,2024-01-25,2,2,1.41,959.25
25,2024-01-25,2,3,0.75,794.08
25,2024-01-25,3,1,2.86,1499.93
25,2024-01-25,3,2,0.13,1239.9
25,2024-01-25,3,3,0.55,890.61
26,2024-01-26,1,1,8.29,1346.04
26,2024-01-26,1,2,2.26,1258.4
26,2024-01-26,1,3,1.03,688.3
26,2024-01-26,2,1,3.7,1596.82
26,2024-01-26,2,2,1.88,1225.59
26,2024-01-26,2,3,0.12,873.74
26,2024-01-26,3,1,3.07,1394.93
26,2024-01-26,3,2,0.8,969.96
26,2024-01-26,3,3,0.28,832.45
27,2024-01-27,1,1,4.62,1264.27
27,2024-01-27,1,2,1.97,1259.87
27,2024-01-27,1,3,1.39,721.09
27,2024-01-27,2,1,4.82,1870.73
27,2024-01-27,2,2,0.13,995.12
27,2024-01-27,2,3,0.72,800.24
27,2024-01-27,3,1,0.66,1637.4
27,2024-01-27,3,2,1.38,1174.93
27,2024-01-27,3,3,0.49,768.81
28,2024-01-28,1,1,5.81,1677.65
28,2024-01-28,1,2,2.61,1164.6
28,2024-01-28,1,3,0.19,904.94
28,2024-01-28,2,1,0.57,1559.51
28,2024-01-28,2,2,0.56,1294.59
28,2024-01-28,2,3,0.61,843.06
28,2024-01-28,3,1,0.93,1765.01
28,2024-01-28,3,2,0.08,1083.22
28,2024-01-28,3,3,0.05,897.87
29,2024-01-29,1,1,7.26,1705.67
29,2024-01-29,1,2,1.07,1237.4
29,2024-01-29,1,3,0.11,806.43
29,2024-01-29,2,1,2.18,1501.42
29,2024-01-29,2,2,2.04,1201.93
29,2024-01-29,2,3,0.78,851.97
29,2024-01-29,3,1,1.45,1430.73
29,2024-01-29,3,2,0.11,1198.08
29,2024-01-29,3,3,0.13,700.44
30,2024-01-30,1,1,2.76,1458.54
30,2024-01-30,1,2,0.73,1345.06
30,2024-01-30,1,3,0.19,740.28
30,2024-01-30,2,1,2.45,1542.78
30,2024-01-30,2,2,1.93,1108.01
30,2024-01-30,2,3,0.23,901.61
30,2024-01-30,3,1,2.69,1666.16
30,2024-01-30,3,2,1.32,1142.49
30,2024-01-30,3,3,0.06,766.19
31,2024-01-31,1,1,3.89,1594.08
31,2024-01-31,1,2,1.34,1118.4
31,2024-01-31,1,3,1.5,777.99
31,2024-01-31,2,1,3.12,1615.59
31,2024-01-31,2,2,0.84,1023.28
31,2024-01-31,2,3,0.85,779.03
31,2024-01-31,3,1,0.28,1613.38
31,2024-01-31,3,2,0.23,1063.2
31,2024-01-31,3,3,0.53,913.71
32,2024-02-01,1,1,3.97,1584.84
32,2024-02-01,1,2,1.84,1086.31
32,2024-02-01,1,3,0.51,812.41
32,2024-02-01,2,1,0.78,1774.95
32,2024-02-01,2,2,0.68,1324.95
32,2024-02-01,2,3,1.12,812.08
32,2024-02-01,3,1,1.03,1434.65
32,2024-02-01,3,2,1.48,1459.66
32,2024-02-01,3,3,0.36,856.12
33,2024-02-02,1,1,6.76,1407.51
33,2024-02-02,1,2,2.72,1235.02
33,2024-02-02,1,3,0.29,840.84
33,2024-02-02,2,1,0.31,1655.11
33,2024-02-02,2,2,0.64,1059.1
33,2024-02-02,2,3,0.57,973.96
33,2024-02-02,3,1,3.31,1789.35
33,2024-02-02,3,2,1.03,1167.7
33,2024-02-02,3,3,0.4,801.37
34,2024-02-03,1,1,0.75,1853.16
34,2024-02-03,1,2,0.2,1335.53
34,2024-02-03,1,3,1.25,1006.37
34,2024-02-03,2,1,0.61,1581.04
34,2024-02-03,2,2,1.57,1222.77
34,2024-02-03,2,3,0.03,745.67
34,2024-02-03,3,1,1.34,1596.76
34,2024-02-03,3,2,1.11,1241.32
34,2024-02-03,3,3,0.46,785.74
35,2024-02-04,1,1,8.62,1663.82
35,2024-02-04,1,2,1.26,1459.66
35,2024-02-04,1,3,0.37,862.64
35,2024-02-04,2,1,0.1,1619.7
35,2024-02-04,2,2,1.85,1359.46
35,2024-02-04,2,3,0.0,800.85
35,2024-02-04,3,1,2.32,1798.04
35,2024-02-04,3,2,0.17,1333.88
35,2024-02-04,3,3,0.42,956.52
36,2024-02-05,1,1,5.29,1615.37
36,2024-02-05,1,2,2.55,1155.9
36,2024-02-05,1,3,0.7,820.54
36,2024-02-05,2,1,5.12,1724.8
36,2024-02-05,2,2,1.33,1334.31
36,2024-02-05,2,3,0.16,929.44
36,2024-02-05,3,1,1.56,1751.57
36,2024-02-05,3,2,1.32,1239.73
36,2024-02-05,3,3,0.51,703.29
37,2024-02-06,1,1,1.83,1676.89
37,2024-02-06,1,2,0.85,1238.31
37,2024-02-06,1,3,0.52,804.84
37,2024-02-06,2,1,0.75,1541.76
37,2024-02-06,2,2,0.07,1160.95
37,2024-02-06,2,3,0.46,737.05
37,2024-02-06,3,1,3.91,1730.76
37,2024-02-06,3,2,1.48,1369.42
37,2024-02-06,3,3,0.63,837.47
38,2024-02-07,1,1,7.14,1756.46
38,2024-02-07,1,2,1.31,1056.09
38,2024-02-07,1,3,1.35,787.65
38,2024-02-07,2,1,0.05,1870.79
38,2024-02-07,2,2,0.4,1280.61
38,2024-02-07,2,3,0.59,722.8
38,2024-02-07,3,1,1.99,1697.02
38,2024-02-07,3,2,1.33,1240.9
38,2024-02-07,3,3,0.01,772.71
39,2024-02-08,1,1,5.14,1962.24
39,2024-02-08,1,2,0.79,1034.17
39,2024-02-08,1,3,1.43,782.82
39,2024-02-08,2,1,3.45,1791.09
39,2024-02-08,2,2,1.56,1449.66
39,2024-02-08,2,3,0.45,743.85
39,2024-02-08,3,1,1.76,1601.08
39,2024-02-08,3,2,0.64,1207.01
39,2024-02-08,3,3,0.73,832.49
40,2024-02-09,1,1,0.38,1863.84
40,2024-02-09,1,2,2.64,1253.59
40,2024-02-09,1,3,1.18,902.33
40,2024-02-09,2,1,3.88,1918.24
40,2024-02-09,2,2,1.13,1267.68
40,2024-02-09,2,3,0.23,860.87
40,2024-02-09,3,1,1.5,1657.43
40,2024-02-09,3,2,1.19,1254.39
40,2024-02-09,3,3,0.39,846.18
41,2024-02-10,1,1,3.17,1767.62
41,2024-02-10,1,2,1.76,1374.82
41,2024-02-10,1,3,0.16,797.94
41,2024-02-10,2,1,2.45,1874.25
41,2024-02-10,2,2,0.47,1352.89
41,2024-02-10,2,3,0.17,834.36
41,2024-02-10,3,1,0.96,1495.42
41,2024-02-10,3,2,0.15,1334.73
41,2024-02-10,3,3,0.28,982.52
42,2024-02-11,1,1,6.86,1725.79
42,2024-02-11,1,2,2.67,1245.9
42,2024-02-11,1,3,0.18,754.39
42,2024-02-11,2,1,2.94,1657.62
42,2024-02-11,2,2,0.17,1198.26
42,2024-02-11,2,3,0.22,806.7
42,2024-02-11,3,1,2.66,1704.14
42,2024-02-11,3,2,1.3,1335.8
42,2024-02-11,3,3,0.17,763.65
43,2024-02-12,1,1,2.97,1535.97
43,2024-02-12,1,2,2.65,1051.38
43,2024-02-12,1,3,0.39,924.79
43,2024-02-12,2,1,1.41,1578.27
43,2024-02-12,2,2,0.22,1198.8
43,2024-02-12,2,3,0.61,844.86
43,2024-02-12,3,1,1.88,1492.08
43,2024-02-12,3,2,0.04,1268.54
43,2024-02-12,3,3,0.3,950.85
44,2024-02-13,1,1,3.81,1634.17
44,2024-02-13,1,2,0.29,1300.1
44,2024-02-13,1,3,0.87,740.99
44,2024-02-13,2,1,1.14,1571.12
44,2024-02-13,2,2,1.55,1104.36
44,2024-02-13,2,3,1.15,809.75
44,2024-02-13,3,1,3.7,1852.3
44,2024-02-13,3,2,0.6,1031.98
44,2024-02-13,3,3,0.17,928.94
45,2024-02-14,1,1,7.42,1921.64
45,2024-02-14,1,2,0.54,1016.16
45,2024-02-14,1,3,0.43,803.27
45,2024-02-14,2,1,1.99,1902.36
45,2024-02-14,2,2,1.69,1190.96
45,2024-02-14,2,3,0.79,775.69
45,2024-02-14,3,1,2.64,1686.54
45,2024-02-14,3,2,0.37,1245.92
45,2024-02-14,3,3,0.41,808.16
46,2024-02-15,1,1,0.41,1894.4
46,2024-02-15,1,2,2.72,1226.58
46,2024-02-15,1,3,0.42,792.83
46,2024-02-15,2,1,0.46,1610.79
46,2024-02-15,2,2,0.21,1184.47
46,2024-02-15,2,3,0.94,837.69
46,2024-02-15,3,1,3.31,1479.81
46,2024-02-15,3,2,0.96,1311.87
46,2024-02-15,3,3,0.32,716.86
47,2024-02-16,1,1,6.16,1829.24
47,2024-02-16,1,2,1.28,1292.35
47,2024-02-16,1,3,1.02,801.36
47,2024-02-16,2,1,4.79,1530.39
47,2024-02-16,2,2,1.6,1297.18
47,2024-02-16,2,3,1.24,862.47
47,2024-02-16,3,1,1.25,1521.4
47,2024-02-16,3,2,0.53,1349.39
47,2024-02-16,3,3,0.31,760.86
48,2024-02-17,1,1,6.0,1816.69
48,2024-02-17,1,2,1.6,1223.66
48,2024-02-17,1,3,1.01,897.48
48,2024-02-17,2,1,1.94,1979.08
48,2024-02-17,2,2,1.57,1294.78
48,2024-02-17,2,3,0.78,823.28
48,2024-02-17,3,1,0.52,2029.62
48,2024-02-17,3,2,0.65,1380.49
48,2024-02-17,3,3,0.6,836.76
49,2024-02-18,1,1,0.57,1636.43
49,2024-02-18,1,2,1.07,1345.49
49,2024-02-18,1,3,0.76,848.41
49,2024-02-18,2,1,1.58,1715.42
49,2024-02-18,2,2,1.21,1184.82
49,2024-02-18,2,3,0.58,873.57
49,2024-02-18,3,1,1.13,1638.01
49,2024-02-18,3,2,0.69,1096.11
49,2024-02-18,3,3,0.11,862.25
50,2024-02-19,1,1,6.86,1798.17
50,2024-02-19,1,2,2.31,1211.46
50,2024-02-19,1,3,0.65,811.83
50,2024-02-19,2,1,0.13,1557.95
50,2024-02-19,2,2,0.12,1173.64
50,2024-02-19,2,3,0.56,942.53
50,2024-02-19,3,1,0.97,1834.73
50,2024-02-19,3,2,0.44,1179.61
50,2024-02-19,3,3,0.57,775.37
51,2024-02-20,1,1,0.86,1930.59
51,2024-02-20,1,2,1.58,1148.87
51,2024-02-20,1,3,0.9,736.82
51,2024-02-20,2,1,5.28,1487.58
51,2024-02-20,2,2,1.43,1092.25
51,2024-02-20,2,3,0.03,782.08
51,2024-02-20,3,1,3.71,1705.76
51,2024-02-20,3,2,1.23,1263.08
51,2024-02-20,3,3,0.17,680.56
52,2024-02-21,1,1,2.84,1849.55
52,2024-02-21,1,2,1.22,1108.31
52,2024-02-21,1,3,0.57,935.49
52,2024-02-21,2,1,4.35,1828.7
52,2024-02-21,2,2,0.42,1158.18
52,2024-02-21,2,3,0.79,1017.8
52,2024-02-21,3,1,2.12,1674.68
52,2024-02-21,3,2,1.51,1197.5
52,2024-02-21,3,3,0.42,845.3
53,2024-02-22,1,1,7.11,1388.66
53,2024-02-22,1,2,2.45,1268.4
53,2024-02-22,1,3,1.01,868.57
53,2024-02-22,2,1,1.35,1867.04
53,2024-02-22,2,2,1.52,1356.45
53,2024-02-22,2,3,1.27,780.83
53,2024-02-22,3,1,1.63,1917.86
53,2024-02-22,3,2,0.11,1163.09
53,2024-02-22,3,3,0.22,1009.27
54,2024-02-23,1,1,4.41,1438.44
54,2024-02-23,1,2,2.35,1289.08
54,2024-02-23,1,3,1.43,708.48
54,2024-02-23,2,1,2.69,1418.55
54,2024-02-23,2,2,0.82,1311.89
54,2024-02-23,2,3,0.1,937.43
54,2024-02-23,3,1,2.96,1817.88
54,2024-02-23,3,2,1.46,1319.78
54,2024-02-23,3,3,0.41,879.81
55,2024-02-24,1,1,5.43,1679.28
55,2024-02-24,1,2,1.13,1186.95
55,2024-02-24,1,3,0.02,850.79
55,2024-02-24,2,1,3.77,1620.21
55,2024-02-24,2,2,0.58,1121.85
55,2024-02-24,2,3,0.2,925.49
55,2024-02-24,3,1,1.36,1755.28
55,2024-02-24,3,2,0.42,1231.82
55,2024-02-24,3,3,0.41,794.58
56,2024-02-25,1,1,1.27,1791.0
56,2024-02-25,1,2,0.91,1416.35
56,2024-02-25,1,3,1.11,790.63
56,2024-02-25,2,1,3.95,1922.92
56,2024-02-25,2,2,1.78,1178.91
56,2024-02-25,2,3,0.22,1015.68
56,2024-02-25,3,1,1.82,1708.54
56,2024-02-25,3,2,0.74,1166.36
56,2024-02-25,3,3,0.19,757.07
57,2024-02-26,1,1,3.18,1706.91
57,2024-02-26,1,2,0.54,1058.11
57,2024-02-26,1,3,0.68,761.8
57,2024-02-26,2,1,1.61,1550.32
57,2024-02-26,2,2,1.6,1106.28
57,2024-02-26,2,3,1.29,821.24
57,2024-02-26,3,1,1.95,1657.92
57,2024-02-26,3,2,0.76,1287.25
57,2024-02-26,3,3,0.69,773.84
58,2024-02-27,1,1,2.38,1793.96
58,2024-02-27,1,2,0.3,1174.63
58,2024-02-27,1,3,0.58,876.96
58,2024-02-27,2,1,4.47,1974.94
58,2024-02-27,2,2,2.09,1215.6
58,2024-02-27,2,3,0.66,727.37
58,2024-02-27,3,1,2.33,1497.02
58,2024-02-27,3,2,1.63,1366.25
58,2024-02-27,3,3,0.64,899.76
59,2024-02-28,1,1,8.15,1687.1
59,2024-02-28,1,2,1.67,1036.6
59,2024-02-28,1,3,1.21,716.92
59,2024-02-28,2,1,1.32,1808.89
59,2024-02-28,2,2,1.34,1092.59
59,2024-02-28,2,3,1.37,824.08
59,2024-02-28,3,1,3.13,1937.13
59,2024-02-28,3,2,1.47,1278.19
59,2024-02-28,3,3,0.05,698.33
60,2024-02-29,1,1,2.47,1701.41
60,2024-02-29,1,2,2.67,1175.41
60,2024-02-29,1,3,0.24,959.96
60,2024-02-29,2,1,3.58,1801.18
60,2024-02-29,2,2,2.01,1102.9
60,2024-02-29,2,3,0.83,862.89
60,2024-02-29,3,1,4.08,1773.99
60,2024-02-29,3,2,0.09,1207.52
60,2024-02-29,3,3,0.68,890.43
61,2024-03-01,1,1,7.24,1766.98
61,2024-03-01,1,2,1.99,1183.63
61,2024-03-01,1,3,0.41,729.17
61,2024-03-01,2,1,5.78,1535.27
61,2024-03-01,2,2,1.15,1182.6
61,2024-03-01,2,3,0.28,800.28
61,2024-03-01,3,1,1.59,1843.26
61,2024-03-01,3,2,1.24,1492.75
61,2024-03-01,3,3,0.64,804.67
62,2024-03-02,1,1,7.77,2023.03
62,2024-03-02,1,2,1.45,1133.21
62,2024-03-02,1,3,0.79,925.78
62,2024-03-02,2,1,4.41,1589.05
62,2024-03-02,2,2,0.41,1198.37
62,2024-03-02,2,3,0.35,1073.36
62,2024-03-02,3,1,4.39,1735.93
62,2024-03-02,3,2,0.92,1205.52
62,2024-03-02,3,3,0.21,955.6
63,2024-03-03,1,1,5.71,1888.47
63,2024-03-03,1,2,0.87,1318.45
63,2024-03-03,1,3,0.98,870.65
63,2024-03-03,2,1,2.98,1765.21
63,2024-03-03,2,2,0.84,1305.3
63,2024-03-03,2,3,0.43,795.63
63,2024-03-03,3,1,4.01,1757.41
63,2024-03-03,3,2,1.3,1281.44
63,2024-03-03,3,3,0.4,932.51
64,2024-03-04,1,1,4.14,1921.73
64,2024-03-04,1,2,1.1,1178.76
64,2024-03-04,1,3,0.85,890.88
64,2024-03-04,2,1,1.1,1695.9
64,2024-03-04,2,2,1.17,1255.23
64,2024-03-04,2,3,0.87,992.13
64,2024-03-04,3,1,1.03,1763.37
64,2024-03-04,3,2,1.24,1162.57
64,2024-03-04,3,3,0.64,771.35
65,2024-03-05,1,1,8.92,2059.54
65,2024-03-05,1,2,3.05,1073.94
65,2024-03-05,1,3,0.86,945.15
65,2024-03-05,2,1,0.31,1998.91
65,2024-03-05,2,2,1.36,1314.61
65,2024-03-05,2,3,0.51,772.58
65,2024-03-05,3,1,0.36,1679.18
65,2024-03-05,3,2,0.5,1445.39
65,2024-03-05,3,3,0.16,870.06
66,2024-03-06,1,1,8.56,1589.26
66,2024-03-06,1,2,0.25,1299.94
66,2024-03-06,1,3,0.23,883.38
66,2024-03-06,2,1,4.61,1821.0
66,2024-03-06,2,2,1.87,1099.4
66,2024-03-06,2,3,1.08,980.31
66,2024-03-06,3,1,3.1,1500.08
66,2024-03-06,3,2,0.11,1222.58
66,2024-03-06,3,3,0.63,985.01
67,2024-03-07,1,1,2.44,1729.43
67,2024-03-07,1,2,0.43,1058.87
67,2024-03-07,1,3,1.4,968.96
67,2024-03-07,2,1,5.29,1889.74
67,2024-03-07,2,2,1.44,1337.09
67,2024-03-07,2,3,0.11,886.02
67,2024-03-07,3,1,2.71,1544.1
67,2024-03-07,3,2,1.62,1260.06
67,2024-03-07,3,3,0.36,821.96
68,2024-03-08,1,1,8.84,1654.24
68,2024-03-08,1,2,2.39,1077.84
68,2024-03-08,1,3,0.66,1006.32
68,2024-03-08,2,1,2.22,1917.1
68,2024-03-08,2,2,0.81,1190.81
68,2024-03-08,2,3,0.28,902.18
68,2024-03-08,3,1,0.12,1538.39
68,2024-03-08,3,2,1.05,1153.14
68,2024-03-08,3,3,0.3,959.73
69,2024-03-09,1,1,1.91,1822.19
69,2024-03-09,1,2,2.98,1271.52
69,2024-03-09,1,3,0.94,847.87
69,2024-03-09,2,1,5.33,1613.76
69,2024-03-09,2,2,2.01,1142.43
69,2024-03-09,2,3,0.02,867.66
69,2024-03-09,3,1,4.05,1771.9
69,2024-03-09,3,2,0.87,1508.93
69,2024-03-09,3,3,0.36,931.02
70,2024-03-10,1,1,3.98,1726.46
70,2024-03-10,1,2,2.63,1273.89
70,2024-03-10,1,3,1.18,891.77
70,2024-03-10,2,1,5.35,1640.27
70,2024-03-10,2,2,1.75,1087.33
70,2024-03-10,2,3,0.0,882.11
70,2024-03-10,3,1,3.5,1973.5
70,2024-03-10,3,2,1.16,1164.21
70,2024-03-10,3,3,0.22,885.29
71,2024-03-11,1,1,7.63,1494.14
71,2024-03-11,1,2,1.87,1067.49
71,2024-03-11,1,3,0.89,988.54
71,2024-03-11,2,1,4.27,1822.07
71,2024-03-11,2,2,1.28,1369.97
71,2024-03-11,2,3,1.02,833.0
71,2024-03-11,3,1,0.55,1783.06
71,2024-03-11,3,2,0.51,1290.38
71,2024-03-11,3,3,0.02,867.73
72,2024-03-12,1,1,2.74,1582.32
72,2024-03-12,1,2,1.68,1100.63
72,2024-03-12,1,3,1.11,875.75
72,2024-03-12,2,1,1.89,1739.59
